id,annotator,position,question,table_file,answer_coordinates,answer_text
94,3,0,Wie oft betreut das Kundenservicecenter seine Kunden?,tables/hypo23bteil2.csv,"[(2, 2)]",['regelmÃ¤Ã\x9fig']
42,0,0,Wie hoch ist die VZÄ der < 30 Jährigen?,tables/table46.csv,"[(0, 1)]",['584.45']
102,0,0,Wie viel THG-Emissionen erzeugten Banken im Jahr 2023 in Tonnen?,tables/hypo65bTeil2.csv,"[(4, 2)]",['104']
97,0,0,Wie viele Mitarbeiter in Teilzeit gab es im Jahr 2022 im Konzern?,tables/hypo54teil2.csv,"[(3, 3)]",['255']
39,1,0,"Wie viele männliche Angestellte gab es insgesamt, gemessen in Vollzeitäquivalenten?",tables/table43.csv,"[(0, 2)]",['2045.21']
103,1,0,Wie hoch waren die gesamten THG-Emissionen für Scope 1 bis 3 in Tonnen CO2-Äquivalent für den Konzern im Jahr 2022?,tables/hypo65bTeil3.csv,"[(5, 3)]",['1.863']
104,0,0,Wie hoch war der Energieverbrauch in kWh im Jahr 2023 für den Konzern?,tables/hypo66teil2.csv,"[(2, 1)]",['320.702']
43,1,0,Wie hoch war der Anteil der weiblichen Mitarbeitenden im Jahr 2023,tables/table47.csv,"[(0, 1)]",['680.14']
97,1,0,Wie viele männliche Mitarbeitende waren im Jahr 2023 in der Bank beschäftigt?,tables/hypo54teil2.csv,"[(5, 2)]",['32']
96,0,0,Wie hoch war die Stabilitätsabgabe im Jahr 2021 für die Bank nach UGB in Tausend Euro?,tables/hypo26teil2.csv,"[(5, 6)]",['-2.676']
103,2,0, Welche THG-Emissionen wurden für Konzern im Jahr 2023 für die Anfahrt externer Dienstleister gemessen?,tables/hypo65bTeil3.csv,"[(4, 1)]",['27']
43,2,0,Wie viele Personen sind in der Gesamtzahl vertreten?,tables/table47.csv,"[(2, 1)]",['1470.08']
41,1,0,ungültig,tables/table45.csv,"[(0, 0)]",['Geschlecht']
98,0,0,Wieviele Männer arbeiteten im Konzern im Jahr 2022?,tables/hypo54teil3.csv,"[(2, 3)]",['388']
41,2,0,ungültig,tables/table45.csv,"[(3, 2)]",['120.42']
98,1,0,Wie viele Mitarbeiter arbeiteten im Jahr 2022 in einer Bank (nach Köpfen),tables/hypo54teil3.csv,"[(0, 4)]",['795']
44,1,0,Wie viele männliche Vollzeitäquivalente (VZÄ) gibt es auf Ebene 2?,tables/table51.csv,"[(0, 2)]",['4.0']
96,1,0,Was wurde im Jahr 2023 in der Bank UGB um -4.434 weniger ausgeschüttet?,tables/hypo26teil2.csv,"[(2, 0)]",['Dividenden*']
44,2,0,Wie hoch ist die Vollzeitäquivalente der Frauen insgesamt?,tables/table51.csv,"[(3, 1)]",['72.34']
102,1,0,Wie hoch war der Ausstoß an THG-Emissionen des Konzerns im Jahr 2023?,tables/hypo65bTeil2.csv,"[(2, 1)]",['86']
42,1,0,Welche Alterskategorie hat einen Gesamt VZÄ von 1891.6?,tables/table46.csv,"[(1, 1)]",['1891.6']
95,1,0,Wie oft kommen geschaeftliche Kontakte und Liefernaten /externe Dienstleister zusammen?,tables/hypo23bteil3.csv,"[(2, 2)]",['regelmÃ¤Ã\x9fig']
102,2,0,ungültig,tables/hypo65bTeil2.csv,"[(1, 0)]",['Energiebezogene Emissionen (GHGP 3.3)']
103,3,0,ungültig,tables/hypo65bTeil3.csv,"[(1, 0)]",['Material (GHGP 3.1)']
99,1,0,Wie Prozent im Aufsichtsrat&Verwaltungsrat sind Maenner im Jahr 2022 Bank?,tables/hypo57a(problematic)teil2.csv,"[(1, 4)]","['80,0 %']"
105,1,0,Welche beiden wichtigen Themen wurden im Bericht angesprochen?,tables/volks24teil2.csv,"[(2, 0)]",['Vielfalt und Chancengleichheit']
40,1,0,Wie hoch ist der weibliche Anteil? ,tables/table44.csv,"[(3, 1)]",['1455.85']
106,0,0,In Welchem Jahr war die Anzahl am höchsten? ,tables/volks57a.csv,"[(2, 2)]",['26.087']
98,2,0,ungültig,tables/hypo54teil3.csv,"[(5, 0)]",['MÃ¤nner']
105,2,0,ungültig,tables/volks24teil2.csv,"[(4, 3)]",['GRI 418']
98,3,0,ungültig,tables/hypo54teil3.csv,"[(1, 0)]",['Frauen']
105,3,0,"Welche Belange gem. NaDiVeG sind im Kapitel Energie und  Klima"" aufeglistet?""",tables/volks24teil2.csv,"[(3, 2)]",['Umweltbelange']
96,2,0,Wie viel Geld (in TEUR) gab der Konzern 2021 (IFRS) für Löhne und Gehälter aus?,tables/hypo26teil2.csv,"[(1, 5)]",['-49.672']
101,0,0,Wie hoch war der Prozentsatz der Angestellten unter 30 Jahren im Jahr 2023 für die Bank?,tables/hypo57a(problematic)teil4.csv,"[(2, 2)]","['21,9 %']"
123,0,0,Wie hoch war der NPS-Score der Volksbank Salzburg eG im Jahr 2023?,tables/volks82teil2.csv,"[(0, 1)]",['17']
122,0,0,Wie viele männliche Mitarbeitende in Teilzeit gab es im Jahr 2023?,tables/volks77teil3.csv,"[(1, 3)]",['171']
123,1,0,Wie hoch war der NPS Score der Volksbank Vorarlberg im Jahr 2023?,tables/volks82teil2.csv,"[(3, 1)]",['22']
121,0,0,Wieviele Arbeiter waren 2022 angestellt?,tables/volks77teil2.csv,"[(7, 4)]",['1455']
124,0,0,Wie hoch ist die ANzahl der weiblichen Mitgliedern von Betriebsräten? ,tables/volks87teil2.csv,"[(2, 3)]",['4']
123,2,0,Wie hoch war die Beteiligungsquote im Jahr 2023?,tables/volks82teil2.csv,"[(1, 2)]",['68%']
121,1,0,Wie hoch war die Anzahl an männlichen Mitarbeitenden in Vollzeit im Jahr 2021?,tables/volks77teil2.csv,"[(6, 5)]",['1419']
122,1,0,Wie viele Mitarbeitende mit befristetem Dienstvertrag gab es im Jahr 2023 in der männlichen Gruppe?,tables/volks77teil3.csv,"[(7, 3)]",['15']
123,3,0, Wie hoch war die Beteiligungsquote bei der NPS-Umfrage im Jahr 2023 in Tirol?,tables/volks82teil2.csv,"[(2, 2)]",['70%']
15,1,0,Wie viele Vollzeitäquivalente entfielen auf Frauen in Ebene 2 der Hierarchie?,tables/table16.csv,"[(1, 1)]",['8.0']
90,3,0,"Wie hoch war der Anteil des Regional Umsatzes in Tausend Euro im Jahr 2023, in der Kategorie davon sonstige",tables/volks90.csv,"[(4, 1)]",['1937195']
93,1,0,Wie hoch ist das Bruttosaldo in Mio EUR am 31.12.2022?,tables/table11teil2.csv,"[(1, 1)]",['34.0']
111,1,0,Wie hoch sind die direkten Emissionen (Scope 1) für das Jahr 2023?,tables/volks57f.csv,"[(0, 1)]",['135.121']
48,1,0,Welche Gesamtzahl abhen Personen jünger als 30 Jahre?,tables/table55.csv,"[(3, 1)]",['1']
10,3,0,Wie hoch sind die finanzierten THG-Emissionen Scope 1 im Sektor Papier?,tables/table11.csv,"[(3, 2)]",['62762']
118,1,0,Welche Einheit hat die nicht-erneuerbare Heizwärme?,tables/volks59aTeil3.csv,"[(1, 2)]",['kWh']
73,1,0,Welche Einheit hat das Neugeschäftsvolumen an ERGO Versicherungen von Kundinnen und Kunden des Volksbaken-Verbundes?,tables/volks38.csv,"[(3, 1)]",['EUR (Produktion PrÃ¤mie)']
124,1,0,ungültig,tables/volks87teil2.csv,"[(1, 2)]",['nan']
1,0,0,Wie viele Vertreter im Vergütungsausschuss: Aufsichtsrat gibt es in der KEPLER-FONDS Kapitalgesellschaft m.b.H.?,tables/table2.csv,"[(1, 2)]",['1']
101,1,0,Wie viel Prozent an Angestellten o. Führungspositionen in der Bank sind im Jahre 2022 mänlich?,tables/hypo57a(problematic)teil4.csv,"[(1, 4)]","['37,5 %']"
44,3,0,Wie viele Vollzeitäquivalente (VZÄ) entfielen auf männliche Mitarbeiter innerhalb der restlichen Mitarbeiter?,tables/table51.csv,"[(2, 2)]",['19.16']
50,2,0,Wie hoch war der Heizenergieverbrauch in kWh innerhalb der Organisation des Bank im Jahr 2021?,tables/hypo66.csv,"[(0, 6)]",['1.382.032']
93,2,0,Wie hoch waren die finanzierten THG Emissionen (t CO2e)  für beide Scope 1 und 2 für den Sektor Schifffahrt?,tables/table11teil2.csv,"[(0, 4)]",['17567']
15,2,0,Wie viele männliche Vollzeitäquivalente gehörten zum Kontrollorgan?,tables/table16.csv,"[(0, 2)]",['24.0']
2,3,0,Welche Risikoarten gibt es?,tables/table3.csv,"[(5, 0)]",['Sonstige Risiken / Ertrags- u. ProfitabilitÃ¤tsrisiko']
124,2,0,Wie viele weiblich Mitarbeiter sind insgesamt teil des Betriebsrates beim Volksbanken-Verbund?,tables/volks87teil2.csv,"[(4, 3)]",['11']
67,4,0,Wie hoch war die Restmüllmenge des Konzerns im Jahr 2023 in Kilogramm,tables/hypo68a.csv,"[(4, 2)]",['38700']
43,3,0,Wie viele Vollzeitäquivalente (VZÄ) entfallen auf Personen im Alter von über 30 und unter 50 Jahren?,tables/table47.csv,"[(4, 1)]",['550.19']
63,0,0,Wie hoch war die Intensität der sonstige indirekte Emissionen in Tonnen nach dem Parameter Mitarbeiter im Konzern im Jahr 2022?,tables/hypo65c.csv,"[(2, 3)]",['1.61']
76,1,0,Wie hoch war der gesamte Wärmeverbrauch aus nicht-erneuerbarer Energie im Volksbanken-Verbund im Jahr 2023 in kWh?,tables/volks59a.csv,"[(6, 3)]",['12627682']
22,2,0,Wie viele weibliche Vollzeitäquivalente (VZÄ) sind im Vorstand tätig?,tables/table23.csv,"[(0, 1)]",['1.0']
33,2,0,"Wie viele Vollzeitäquivalente (VZÄ) entfallen auf Personen, die älter als 50 Jahre sind?",tables/table34.csv,"[(5, 1)]",['48.4']
16,1,0,Wie hoch ist die Anzahl männlicher Vollzeitäquivalente in Deutschland?,tables/table17.csv,"[(1, 2)]",['177.87']
11,0,0,Wie hoch ist das eingesetzte Material (in Tonnen) im Bereich Touristik?,tables/table12.csv,"[(0, 5)]",['3.65']
120,1,0,"Wie viele THG-Emissionen in Tonnen CO2e fallen im Jahr 2023 für den Industriezweig Erziehung und Unterricht"" an?""",tables/volks61teil3.csv,"[(0, 2)]",['201']
60,3,0,Wie viele durchschnittliche Ausbildungstage pro Mitarbeitenden gab es im Jahr 2023 im Konzern?,tables/hypo61.csv,"[(5, 1)]",['4.3']
57,1,0,Wie hoch war der Anteil an 50+ Jährigen Personen im Vorstand im Jahr 2023?,tables/hypo57a(problematic).csv,"[(4, 2)]","['66,7 %']"
22,3,0,Wie viele Vollzeitäquivalente (VZÄ) im Unternehmen waren weibliche Mitarbeitende?,tables/table23.csv,"[(3, 1)]",['772.45']
119,0,0,Wie stark sind die Scope 1 + 2 Emissionen in der Kategorie im Jahr gestiegen?,tables/volks61teil2.csv,"[(8, 2)]",['11806']
100,1,0,"Wie hoch war der Anteil in perzent der Angestellten mit Führungsposition, die älter als 50 Jahre waren, im Konzern 2022?",tables/hypo57a(problematic)teil3.csv,"[(4, 3)]","['54,5 %']"
31,1,0, Wie viele Vollzeitäquivalente gibt es in der Alterskategorie über 50 Jahre?,tables/table32.csv,"[(2, 1)]",['804.43']
4,1,0,Wie hoch war der Energieverbrauch innerhalb der Organisation im Bereich Nahrungsmittel in Megawattstunde ?,tables/table5.csv,"[(0, 4)]",['388932']
25,2,0,Wie viele Vollzeitäquivalente gibt es in der Alterskategorie unter 30 Jahren?,tables/table26.csv,"[(3, 1)]",['104.02']
71,1,0,Wie hoch war der CO2-Fußabdruck der Union Investment Immobilienfonds im Jahr 2023 in Anzahl,tables/volks33.csv,"[(3, 2)]",['1040404913.59']
40,2,0,Wie viele Vollzeitäquivalente (VZÄ) entfallen in der Hierarchieebene 3 auf männliche Beschäftigte?,tables/table44.csv,"[(1, 2)]",['54.0']
8,2,0,"Wie hoch sind die Emissionen (in Tonnen CO2e) aus Scope 1 und Scope 2 für den Sektor Land- und Forstwirtschaft, Fischerei?",tables/table9.csv,"[(0, 4)]",['212443']
104,1,0,Welchen Energieverbrauch (in kWh) verzeichnete der Konzern im Jahr 2021?,tables/hypo66teil2.csv,"[(3, 5)]",['5.230.182']
69,2,0,Welches wichtige Thema wurde im Bericht in einem gesonderten Kapitel behandelt?,tables/volks24.csv,"[(4, 0)]",['Digitalisierung']
89,1,0,Wie hoch war der Anteil an Frauen im Betriebsrat der Volksbanken?,tables/volks87.csv,"[(4, 3)]",['1']
115,2,0,Wie viele Scope 1 + 2 Emissionen verursachten die gesamten Volksbanken im Jahr 2022?,tables/volks57j.csv,"[(4, 2)]",['5103372']
63,1,0,Welche Intensität der THG-Emissionen in Tonnen pro Mitarbeiter wurde für die Bank 2023 gemessen?,tables/hypo65c.csv,"[(3, 2)]",['1.75']
0,0,0,"Welchen SDGs kann das Thema Klima und Energie"" zugeordnet werden?""",tables/table1.csv,"[(0, 3)]","['[7, 11, 12, 13]']"
122,2,0,Wie viele weiblichen Mitarbeiter gibt es mit befristetem Dienstvertrag 2021,tables/volks77teil3.csv,"[(6, 5)]",['20']
0,1,0,"Mit welchem strategischen Aktionsbereich besch?ftigen sich die SDGs 9, 11 und 12?",tables/table1.csv,"[(1, 1)]",['Umwelt und Zukunft']
46,2,0, Wie viele Vollzeitäquivalente fallen in die Alterskategorie zwischen 30 und 50 Jahre Alt?,tables/table53.csv,"[(1, 1)]",['58.03']
52,3,0,Wie hoch war der Zinsüberschuss der Bank im Jahr 2023 nach UGB?,tables/hypo26.csv,"[(1, 2)]",['220.219']
32,3,0,Wie viele Vollzeitäquivalente entfallen auf die Altersgruppe unter 30 Jahren?,tables/table33.csv,"[(3, 1)]",['153.48']
61,1,0,"Wie hoch waren die gesamten THG-Emissionen in Tonnen CO2-Äquivalent für Scopes 1, 2 und 3 im Konzern im Jahr 2022?",tables/hypo65a.csv,"[(0, 3)]",['1.863']
69,3,0,Welche wesentlichen Themen decken die GRI-Aspekte 201 und 203 ab?,tables/volks24.csv,"[(0, 0)]",['RegionalitÃ¤t']
35,4,0,"Wie hoch ist die Anzahl der teilzeitbeschäftigten Angestellten, die weiblich sind?",tables/table36.csv,"[(4, 1)]",['80.24']
45,1,0,Wie viele weibliche Vollzeitäquivalente gibt es in Österreich?,tables/table52.csv,"[(0, 1)]",['72.34']
89,2,0,Welche österreichische Bank hatte 2022 mehr weibliche Betriebsrätinnen als Männer?,tables/volks87.csv,"[(1, 0)]",['Ã\x96sterreichische Ã\x84rzte- und Apothekerbank AG']
58,1,0,Wie hoch war der Anteil der Frauen an der Gesamtbelegschaft des Konzerns im Jahr 2023?,tables/hypo57b.csv,"[(0, 1)]","['56,90 %']"
5,1,0,Mit welcher Einheit wird die Energieintensität in den Sektoren gemessen?,tables/table6.csv,"[(2, 0)]",['Energie kWh je kg eingesetztem Material']
13,0,0,Wie war der Durchschnitt der VZA in allen Bereichen?,tables/table14.csv,"[(1, 6)]",['2935.06']
66,2,0,Wie oft kommt der Betriebsrat zu Zusammenkünften mit der Mitarbeitergruppe?,tables/hypo23b.csv,"[(5, 2)]",['regelmÃ¤Ã\x9fig']
8,3,0,Wie hoch waren die Emissionen in Tonnen CO2e durch den Sektor Bergbau und Gewinnung von Steinen und Erden für Scope 1 im Jahr 2022?,tables/table9.csv,"[(1, 2)]",['45455']
102,3,0,Auf wie viele THG-Emissionen Äquivalente änderte sich der Wert von 2021 auf 2023?,tables/hypo65bTeil2.csv,"[(5, 2)]",['149']
51,2,0,In welcher Kategorie der Reisen wurden am wenigsten Pkm mit öffentlichen Verkehrsmitteln zurückgelegt?,tables/hypo67.csv,"[(3, 0)]",['Dienstreisen']
19,3,0,Wie viele VZÄ entallen auf die 30 bis 50 Jährigen?,tables/table20.csv,"[(4, 1)]",['785.61']
94,4,0,"Wie oft kamen Kundenmitglieder des 'Anlegermagaßin Am Puls, Magazin VORHABEN' zusammen?",tables/hypo23bteil2.csv,"[(5, 2)]",['regelmÃ¤Ã\x9fig']
55,2,0,"Wie hoch waren die Ausgaben im Dienstleistungsbereich Soziales"" im Jahr 2021 gemessen in tausenden von Euros (TEUR)?""",tables/hypo30.csv,"[(0, 3)]",['157']
80,3,0,Wie hoch sind die Ausgaben (in Gramm CO2-equivalents per Euro) für Treibhausgas-Emissionen für den Industriezweig B (Bergbau und Gewinnung von Steinen und Erden) im Jahr 2023?,tables/volks61.csv,"[(2, 3)]",['338.7']
95,2,0,Wie oft kommen die Mitglieder der umfassenden Presse und Oeffentlichkeitsarbeit zusammen?,tables/hypo23bteil3.csv,"[(0, 2)]",['regelmÃ¤Ã\x9fig']
9,2,0,Wie viele Tonnen CO2-aequivalent wurden bei Scope 1 im Sektor Gebaeude finanziert?,tables/table10.csv,"[(0, 2)]",['436241']
52,4,0,Wie viel tausend Euro wurden im Jahr 2022 von der Bank (UGB) an wirtschaftlichen Wert ausgeschuettet?,tables/hypo26.csv,"[(6, 4)]",['-81.51']
119,1,0,Wie viele Tonnen CO2-aequivalent wurden im jahre 2023 vom industriezweig H - Verkehr und Lagerei ausgestossen?,tables/volks61teil2.csv,"[(2, 0)]",['H  Verkehr und Lagerei']
56,7,0,Wie viele weibliche Mitarbeiter hat der Konzern bis zum Berichtsstichtag im Jahr 2022?,tables/hypo54.csv,"[(4, 3)]",['507']
80,4,0,"Wie hoch ist der ausstehende Betrag für Treibhausgas-Emissionen (in Millionen Euro), gemessen in CO2-e, für den Industriezweig A (Land- und Forstwirtschaft, Fischerei) im Jahr 2023?",tables/volks61.csv,"[(1, 1)]",['131']
92,2,0,In welchem Sektor waren die Gesamtemissionen für Scope 1 und Scope 2 37528 Tonnen CO2-Äquivalente?,tables/table9teil3.csv,"[(4, 0)]",['S -  Erbringung von sonstigen Dienstleistungen']
69,4,0,"Welche Themen waren im Kapitel Qualitaet der Kundenbetreuung"" waren wesentlich?""",tables/volks24.csv,"[(3, 0)]",['Kundenzufriedenheit']
122,3,0,Wie hoch war die Anzahl von maennlichen Mitarbeitenden mit unbefristetem Dienstvertrag im Jahr 2023?,tables/volks77teil3.csv,"[(4, 3)]",['1557']
41,3,0,Wie viele Stunden Vollzeitaequivalent wurden von maennlichen Mitarbeitern der Region 1 getaetigt?,tables/table45.csv,"[(2, 2)]",['60.79']
60,4,0,Wie viel prozent der Bankangestellten ohne Fuehrungsposition befanden sich 2023 in Aus- oder Weiterbildung?,tables/hypo61.csv,"[(4, 2)]",['31.4']
110,0,0,Wie viele indirekte Emissionen wurden 2023 von der Volksbank Salzburg im Scope 2 verursacht?,tables/volks57e.csv,"[(1, 1)]",['79.36']
111,2,0,Welche Emissionen betrugen im Jahr 2021 136.271 CO2-aequivalent?,tables/volks57f.csv,"[(1, 0)]",['Indirekte Emissionen (Scope 2 â\x80\x93 market based)']
75,1,0,Wie viel Strom (kWh) wurden 2022 von der Volksbank Kaernten verbraucht? eG verbraucht?,tables/volks58.csv,"[(1, 2)]",['907.862']
29,2,0,Wie viel Stunden (VZAE) der restlichen Mitarbeiter wurden von maennlichen Mitarbeitern verübt?,tables/table30.csv,"[(2, 2)]",['1546.49']
7,2,0,Wie hoch war die Intensität der direkten und indirekten THG-Emissionen von Nahrungsmitteln? (in kg CO2-aequivalent je Quadratmeter),tables/table8.csv,"[(5, 4)]",['305.0']
121,2,0,Wieviele Vollzeit Mitarbeitende arbeiten für Blum?,tables/volks77teil2.csv,"[(4, 1)]",['nan']
16,2,0,Wieviele Studierende an der FHV kommen aus Deutschland?,tables/table17.csv,"[(0, 2)]",['166.65']
32,4,0,In welche Alterskategorie fallen die meisten Angestellten der FHV,tables/table33.csv,"[(5, 0)]",['> 50']
113,0,0,Wieviel Prozentpunkte erreicht ein Student im Durchschnitt?,tables/volks57h.csv,"[(0, 2)]",['82.34']
120,2,0,"Wie hoch sind die Emissionen Scope 1 und 2 in der Kategorie Kunst, Unterhaltung und Erholung",tables/volks61teil3.csv,"[(2, 2)]",['4463']
8,4,0,"Wie hoch sind die Emissionen Scope 2 im Sektor Handel, Instandhaltung und Reparatur von Kraftfahtzeugen?",tables/table9.csv,"[(6, 3)]",['90826']
82,1,0,Wie viele Aufsichtsraete gibt es im Jahr 2023?,tables/volks79a.csv,"[(0, 3)]",['125']
61,2,0,Wie viel Prozent Aenderung im Verhaeltnis zum Basisjahr 2020 hat der Konzern 2022 bez[glich THG Emissionen?,tables/hypo65a.csv,"[(2, 3)]",['16']
66,3,0,Wie oft treffen sich Mitglieder des Aufsichtsrates_,tables/hypo23b.csv,"[(0, 2)]",['5 x jÃ¤hrlich']
109,1,0,Wie viele Emissionen verursachte die Volksbank im Jahr 2022_,tables/volks57d.csv,"[(1, 2)]",['133.496']
58,2,0,Wie groß war der Anteil an 50+ Beschäftigten im Jahr 2023?,tables/hypo57b.csv,"[(4, 2)]","['29,20 %']"
70,2,0,Was war von einer Veränderung von 6254 im Jahre 2021 auf 2023 betroffen?,tables/volks32.csv,"[(2, 0)]",['Depots mit Fondsanteilen von Union Investment']
80,5,0,Wie hoch ist der ausstehende Betrag in ?,tables/volks61.csv,"[(3, 1)]",['367']
121,3,0,Was zählt der Bericht für Mitarbeitende in Vollzeit?,tables/volks77teil2.csv,"[(5, 2)]",['Anzahl']
115,3,0,Wie groß waren die gesamten Emissionen der Volksbanken im Jahr 2023?,tables/volks57j.csv,"[(5, 1)]",['16']
25,3,0,Wie war der gesamte Anteil der VZA?,tables/table26.csv,"[(2, 1)]",['185.36']
51,3,0,In welcher Einheit wird diese Tabelle gemessen? ,tables/hypo67.csv,"[(1, 1)]",['Diesel (Liter)']
123,4,0,In welchem Jahr war die Beteiligungsquote am net promoter score am höchsten? ,tables/volks82teil2.csv,"[(4, 4)]",['67%']
36,2,0,Wie viele Gesamt-Vollzeitäquivalente (VZÄ) gibt es?,tables/table37.csv,"[(0, 3)]",['5.25']
53,1,0,In welchem Jahr ist die Anteil am Umsatz am höchsten? ,tables/hypo27.csv,"[(3, 3)]",['2.83%']
96,3,0,Wie hoch war der UGB Schwellenwert der Bank 2022? ,tables/hypo26teil2.csv,"[(3, 4)]",['6.947']
39,2,0,Wie viele weibliche Vollzeitäquivalente sind vorhanden? ,tables/table43.csv,"[(2, 1)]",['49.74']
29,3,0,Wie groß ist die gesamte VZÄ?,tables/table30.csv,"[(3, 3)]",['2919.5']
33,3,0,"Wie hoch ist die Gesamtzahl der weiblichen Personen (in Vollzeitäquivalenten, VZÄ)?",tables/table34.csv,"[(0, 1)]",['113.3']
2,4,0,"Welche Risikoart hat physisch, transitorisch und sonstig jeweils ein mittleres, mittleres und geringes Risiko?",tables/table3.csv,"[(3, 0)]",['LiquiditÃ¤tsrisiko']
119,2,0,"Wie lautet der ausstehende Betrag (in Millionen EUR) für die THG-Emissionen in der Kategorie Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen im Jahr 2023?",tables/volks61teil2.csv,"[(7, 1)]",['482']
48,2,0,"Wie lautet die Gesamtzahl (in Vollzeitäquivalenten, VZÄ) für die Kategorie Gesamt"" im Geschlecht oder Alter?""",tables/table55.csv,"[(2, 1)]",['17.2']
101,2,0,"Welches Geschlecht hatte im Jahr 2023 einen Anteil von 62,3 Prozent der Angestellten ohne Führungsposition in der Bank?",tables/hypo57a(problematic)teil4.csv,"[(0, 0)]",['Frauen']
119,3,0,In welcher Branche ist die THG - Emmission am höchsten? ,tables/volks61teil2.csv,"[(1, 0)]","['G  Handel, Instandhaltung und Reparatur von Kraftfahrzeugen']"
97,2,0,In welchem Jahr beträgt die Anzahl 515? ,tables/hypo54teil2.csv,"[(0, 4)]",['515']
114,2,0,Wie hoch waren die direkten Emissionen der Volksbank Wien AG im Jahr 2021?,tables/volks57i.csv,"[(0, 3)]",['821.826']
92,3,0,Wie hoch ist die Summe des Bruttosaldos in Mio EUR im Sektor?,tables/table9teil3.csv,"[(6, 1)]",['30437']
67,5,0,Wie hoch war der Papierverbrauch des gesamten Konzerns in kg im Jahr 2021?,tables/hypo68a.csv,"[(0, 6)]",['21537']
2,5,0,Wie hoch hist das operationelles Risiko?,tables/table3.csv,"[(4, 2)]",['gering']
60,5,0,Wie hoch war der Anteil der Frauen die 2021 im gesamten Konzern an einer Weiterbildung teilnahmen?,tables/hypo61.csv,"[(1, 5)]",['25.3']
7,3,0,Wie hoch waren die direkten THG-Emissionen in kg CO2e je m2 im Finanzdienstleistungssektor?,tables/table8.csv,"[(1, 2)]",['13.0']
105,4,0,In welchem Kapitel werden die Bekaempfung von Korruption und Besteckung im Bericht bearbeitet?,tables/volks24teil2.csv,"[(6, 1)]",['Code of Conduct und Compliance']
117,5,0,Wie hoch war der Anteil der nicht erneuerbaren Energie bei der Volksbank Nieder?sterreich AG im Jahr 2021 in kWh?,tables/volks59aTeil2.csv,"[(0, 5)]",['1618642']
20,2,0,Wie viele Stunden Vollzeitäquivalent wurden von weiblichen Mitarbeiterinnen geleistet?,tables/table21.csv,"[(0, 1)]",['176.63']
62,4,0,Wie viele Tonnen CO2 Aequivalent wurden im Jahr 2022 von der Bank im Sektor Indirekte energiebedingte Emissionen Scope 2 ausgestossen?,tables/hypo65b.csv,"[(4, 4)]",['57']
105,5,0,"Welche GRI Aspekte beschöftigen sich mit der Aus- und Weiterbildung Im Kapitel Mitarbeitende""?""",tables/volks24teil2.csv,"[(0, 3)]",['GRI 404']
89,3,0,Wie viele Betriebsräte des Volksbanken Verbund der Volksbank Niederösterreich sind weiblich?,tables/volks87.csv,"[(3, 5)]",['nan']
38,0,0,Wie viele Stunden VZÄ wurden von beiden Geschlechtern geleistet?,tables/table42.csv,"[(2, 1)]",['20.07']
57,2,0,Wie viel Prozent des Vorstands der Bank waren im Jahr 2022 männlich?,tables/hypo57a(problematic).csv,"[(1, 4)]","['100,0 %']"
121,4,0,Wie hoch ist die Zahl der Stunden VZÄ im Jahr 2022 der männlichen Lehrlinge?,tables/volks77teil2.csv,"[(3, 4)]",['16']
73,2,0,Wie viele neue Versicherungen wurden von Kundinnen und Kunden des Volksbanken-Verbundes im Jahr 2023 im Portal abgeschlossen?,tables/volks38.csv,"[(2, 3)]",['17784.0']
107,0,0,Wie viele indirekte Emissionen (Scope 2) wurden von der Volksbank Kärnten im Jahr 2023 verursacht?,tables/volks57b.csv,"[(1, 1)]",['75.777']
110,1,0,"Was waren die indirekten Emissionen (Scope 2, nach Standortmethode) der Volksbank Salzburg im Jahr 2023?",tables/volks57e.csv,"[(2, 1)]",['309.79']
100,2,0,"Wie hoch war der Prozentsatz der Mitarbeiter mit einer Führungsposition bei der Bank im Jahr 2023, die jünger als 30 Jahre alt sind?",tables/hypo57a(problematic)teil3.csv,"[(2, 2)]","['1,0 %']"
28,3,0,Wie viele vollzeitbeschäftigte Angestellte gab es insgesamt,tables/table29.csv,"[(3, 3)]",['2354.82']
47,3,0,Wie hoch ist die Gesamtanzahl der Vollzeitäquivalente in der angegebenen Alters- oder Geschlechtskategorie?,tables/table54.csv,"[(2, 1)]",['16.2']
59,2,0,Wie viele Ausfalltage durch Arbeit- und Wegunfälle wurden im Konzern im Jahr 2022 verzeichnet?,tables/hypo59.csv,"[(0, 3)]",['3']
97,3,0,Wie viele Frauen gab es 2023 im Konzern laut Mitarbeiterkennzahlen?,tables/hypo54teil2.csv,"[(4, 1)]",['231']
66,4,0, Welche Gruppe trifft sich bei Bedarf und hat Whistleblowing-Mitglieder?,tables/hypo23b.csv,"[(7, 0)]",['Mitarbeiter']
95,3,0,Welche Gruppe trifft sich regelmäßig und hat Mitglieder aus dem Verhaltenskodex?,tables/hypo23bteil3.csv,"[(3, 0)]",['Lieferanten / Externe Dienstleister']
60,6,0,Wie hoch war der Wert für Männer bei der Aus- und Weiterbildung im Jahr 2023 im Konzern?,tables/hypo61.csv,"[(7, 1)]",['5.1']
65,2,0,Welche Organisation ist mit der Webseite https://bei-sg.ch verknüpft?,tables/hypo23a.csv,"[(2, 0)]",['Business Engineering Institute St. Gallen']
